Street,City,State,ZIP,Phone,Website,Lat,Long
14925 Landmark Boulevard,Dallas,TX,75254,6827473578,https://www.wyndhamhotels.com/laquinta/dallas-texas/la-quinta-dallas-addison-galleria/overview,32.951507579779,-96.828177505776
900 Dolorosa,San Antonio,TX,78207,2102710001,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-inn-san-antonio-market-square/overview,29.423941997543,-98.499803989427
24868 I-45 N,Spring,TX,77386,2816819188,https://www.wyndhamhotels.com/laquinta/spring-texas/la-quinta-inn-and-suites-the-woodlands-spring/overview,30.123886987625,-95.440340012051
1902 S Jackson St.,Jacksonville,TX,75766,9032842492,https://www.wyndhamhotels.com/laquinta/jacksonville-texas/la-quinta-jacksonville-tx/overview,31.942101997296,-95.253875020544
12727 Southwest Freeway,Stafford,TX,77477,2812402300,https://www.wyndhamhotels.com/laquinta/stafford-texas/la-quinta-houston-stafford-sugarland/overview,29.634465020911,-95.584122005656
1620 Rotan Ave.,Mt. Pleasant,TX,75455,9032047325,https://www.wyndhamhotels.com/laquinta/mt-pleasant-texas/la-quinta-mt-pleasant/overview,33.17226598187,-95.003144971562
4700 North Freeway,Fort Worth,TX,76137,8172222888,https://www.wyndhamhotels.com/laquinta/fort-worth-texas/la-quinta-fort-worth-north/overview,32.82631101684,-97.311626969516
2525 East Main Street,Eagle Pass,TX,78852,8307737000,https://www.wyndhamhotels.com/laquinta/eagle-pass-texas/la-quinta-inn-eagle-pass/overview,28.710047006006,-100.47506703086
4900 Bryant Irvin Road,Fort Worth,TX,76132,8173702700,https://www.wyndhamhotels.com/laquinta/fort-worth-texas/la-quinta-fort-worth-city-view/overview,32.678438989761,-97.416828990642
2004 North I-35,Round Rock,TX,78681,5122556666,https://www.wyndhamhotels.com/laquinta/round-rock-texas/la-quinta-round-rock-north/overview,30.5296045032,-97.692261178834
15225 Katy Freeway,Houston,TX,77094,2816469200,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-houston-west-park-10/overview,29.783719014276,-95.651598002599
1625 West Loop South,Houston,TX,77027,7133553440,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-houston-galleria-area/overview,29.750418006326,-95.454853025943
300 E. 11th Street,Austin,TX,78701,5124761166,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-inn-austin-capitol-downtown/overview,30.272177984133,-97.737973983278
1619 I-35 North,San Marcos,TX,78666,5123928800,https://www.wyndhamhotels.com/laquinta/san-marcos-texas/la-quinta-inn-san-marcos/overview,29.896233994465,-97.911121974658
1501 Hwy 46 N,Seguin,TX,78155,8303720567,https://www.wyndhamhotels.com/laquinta/seguin-texas/la-quinta-seguin/overview,29.581244866924,-97.992219159325
12909 I H-37,Mathis,TX,78368,3615470200,https://www.wyndhamhotels.com/laquinta/mathis-texas/la-quinta-mathis/overview,28.110529998369,-97.818197010932
105 Christy Plz.,Stephenville,TX,76401,2549182444,https://www.wyndhamhotels.com/laquinta/stephenville-texas/la-quinta-stephenville/overview,32.201859984641,-98.24152997613
2062 US Hwy 59 E,Beeville,TX,78102,3613622222,https://www.wyndhamhotels.com/laquinta/beeville-texas/la-quinta-beeville/overview,28.412021020619,-97.724506025074
103 Market Place Boulevard,Brownwood,TX,76801,3255105397,https://www.wyndhamhotels.com/laquinta/brownwood-texas/la-quinta-brownwood/overview,31.730088000991,-98.978614005716
1405 S Hwy. 287,Decatur,TX,76234,9403995678,https://www.wyndhamhotels.com/laquinta/decatur-texas/la-quinta-decatur/overview,33.224895993818,-97.589522012318
107 E Kilpatrick Street,Cleburne,TX,76031,8177200710,https://www.wyndhamhotels.com/laquinta/cleburne-texas/la-quinta-cleburne/overview,32.370096013122,-97.395022966617
880 TX-35 Loop,Alvin,TX,77511,2816075535,https://www.wyndhamhotels.com/laquinta/alvin-texas/la-quinta-alvin/overview,29.417284201275,-95.229082018935
110 BMT Dr.,Jourdanton,TX,78026,8307693050,https://www.wyndhamhotels.com/laquinta/jourdanton-texas/la-quinta-jourdanton-pleasanton/overview,28.92574199891,-98.532544960516
7625 E. Ben White Boulevard,Austin,TX,78741,5123866800,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-airport/overview,30.217363983494,-97.690914961365
7603 North Navarro,Victoria,TX,77904,3615723585,https://www.wyndhamhotels.com/laquinta/victoria-texas/la-quinta-inn-victoria/overview,28.866503987865,-96.998080004471
4431 Horizon Hill Boulevard,San Antonio,TX,78229,2105258090,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-medical-ctr-nw/overview,29.516464001274,-98.556471019311
11033 Gateway Blvd W,El Paso,TX,79935,9155912244,https://www.wyndhamhotels.com/laquinta/el-paso-texas/la-quinta-inn-el-paso-east-lomaland/overview,31.74627198919,-106.332983023642
677 N Baylor Ave.,Cotulla,TX,78014,8308792200,https://www.wyndhamhotels.com/laquinta/cotulla-texas/la-quinta-cotulla/overview,28.444759016132,-99.244769019654
5001 East Hwy 80,Odessa,TX,79761,4323332820,https://www.wyndhamhotels.com/laquinta/odessa-texas/la-quinta-inn-odessa/overview,31.873646088149,-102.311980218823
2119 South First Ave.,Lufkin,TX,75901,9366343351,https://www.wyndhamhotels.com/laquinta/lufkin-texas/la-quinta-inn-lufkin/overview,31.305099190821,-94.726327087137
1604 West Barton Avenue,Temple,TX,76504,2547712980,https://www.wyndhamhotels.com/laquinta/temple-texas/la-quinta-inn-temple/overview,31.104188995019,-97.357199963814
1708 I-40 East,Amarillo,TX,79103,8063737486,https://www.wyndhamhotels.com/laquinta/amarillo-texas/la-quinta-inn-amarillo-mid-city/overview,35.193239980634,-101.801890912268
4603 N Cage Boulevard,Pharr,TX,78577,9565172773,https://www.wyndhamhotels.com/laquinta/pharr-texas/la-quinta-pharr-rgv-medical-center/overview,26.234700007473,-98.179384031417
3205 NE Loop 286,Paris,TX,75460,9037839600,https://www.wyndhamhotels.com/laquinta/paris-texas/la-quinta-paris/overview,33.673606009071,-95.517732973917
4130 West Wall Avenue,Midland,TX,79703,4326979900,https://www.wyndhamhotels.com/laquinta/midland-texas/la-quinta-inn-midland/overview,31.97268701716,-102.122522975375
6015 East End Blvd. South,Marshall,TX,75672,9039343080,https://www.wyndhamhotels.com/laquinta/marshall-texas/la-quinta-marshall/overview,32.486405019875,-94.360861021262
10150 Highway 20,Eastland,TX,76448,2546291414,https://www.wyndhamhotels.com/laquinta/eastland-texas/la-quinta-eastland/overview,32.400424001925,-98.792014987577
5051 N Expwy.,Brownsville,TX,78520,9562306218,https://www.wyndhamhotels.com/laquinta/brownsville-texas/la-quinta-brownsville-north/overview,25.9799489919,-97.51984501142
1601 W Southwest Loop 323,Tyler,TX,75701,9035612223,https://www.wyndhamhotels.com/laquinta/tyler-texas/la-quinta-inn-tyler/overview,32.304260983274,-95.320592036154
2020 Regal Drive,Corsicana,TX,75109,9038746292,https://www.wyndhamhotels.com/laquinta/corsicana-texas/la-quinta-corsicana/overview,32.100312012294,-96.440255966243
229 W Loop 121,Belton,TX,76513,2549392772,https://www.wyndhamhotels.com/laquinta/belton-texas/la-quinta-belton-temple-south/overview,31.030267985086,-97.476755994128
1915 Wall Street,Weatherford,TX,76086,8175944481,https://www.wyndhamhotels.com/laquinta/weatherford-texas/la-quinta-weatherford/overview,32.73251898714,-97.789650008916
1912 S Dumas Avenue,Dumas,TX,79029,8063954434,https://www.wyndhamhotels.com/laquinta/dumas-texas/la-quinta-dumas/overview,35.842036002242,-101.975414958771
1025 S State Hwy. 123,Karnes City,TX,78118,8307803223,https://www.wyndhamhotels.com/laquinta/karnes-city-texas/la-quinta-karnes-city-kenedy/overview,28.871176982704,-97.89253996587
689 E Interstate 30,Rockwall,TX,75087,9727711685,https://www.wyndhamhotels.com/laquinta/rockwall-texas/la-quinta-rockwall/overview,32.895799802102,-96.467614582026
3018 Catclaw Drive,Abilene,TX,79606,3252384185,https://www.wyndhamhotels.com/laquinta/abilene-texas/la-quinta-abilene-mall/overview,32.413220988779,-99.778629029067
7622 I-35 North,Austin,TX,78752,5124671701,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-inn-austin-north/overview,30.338957989746,-97.702031963366
5820 Walden Rd,Beaumont,TX,77707,4098420002,https://www.wyndhamhotels.com/laquinta/beaumont-texas/la-quinta-beaumont-west/overview,30.039231986757,-94.16141296465
8250 Anderson Boulevard,Fort Worth,TX,76120,8174492586,https://www.wyndhamhotels.com/laquinta/fort-worth-texas/la-quinta-fort-worth-eastchase/overview,32.761066994984,-97.174163003068
3180 Goliad Road,San Antonio,TX,78223,2103377171,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-inn-san-antonio-brooks-city-base/overview,29.351033982519,-98.429149993895
365 Highway 46 S,New Braunfels,TX,78130,8303024010,https://www.wyndhamhotels.com/laquinta/new-braunfels-texas/la-quinta-new-braunfels/overview,29.699555444391,-98.091731368607
2912 N Hwy 75,Sherman,TX,75090,9038701122,https://www.wyndhamhotels.com/laquinta/sherman-texas/la-quinta-sherman/overview,33.668108695963,-96.612133177282
801 N US Hwy. 75,Denison,TX,75020,9034640340,https://www.wyndhamhotels.com/laquinta/denison-texas/la-quinta-denison-north-lake-texoma/overview,33.76488501847,-96.586985959013
880 Harbor Lakes Dr.,Granbury,TX,76048,8175732007,https://www.wyndhamhotels.com/laquinta/granbury-texas/la-quinta-granbury/overview,32.435057020017,-97.766217979494
22790 Hwy 59 N,Kingwood,TX,77339,2813596611,https://www.wyndhamhotels.com/laquinta/kingwood-texas/la-quinta-inn-and-suites-kingwood-houston-iah-airpt/overview,30.047276979334,-95.252093027929
4006 Sprayberry Lane,Conroe,TX,77303,9362280790,https://www.wyndhamhotels.com/laquinta/conroe-texas/la-quinta-conroe/overview,30.367658003405,-95.482669964192
8776 Airport Blvd.,Houston,TX,77061,7135103723,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-houston-hobby-airport/overview,29.652468007827,-95.261592993169
1165 Highway 67 West,Alvarado,TX,76009,8177838700,https://www.wyndhamhotels.com/laquinta/alvarado-texas/la-quinta-alvarado/overview,32.413060548247,-97.22580717596
1503 Breckenridge Rd.,Mansfield,TX,76063,8174056418,https://www.wyndhamhotels.com/laquinta/mansfield-texas/la-quinta-mansfield-tx/overview,32.593261000045,-97.140942000384
2400 W Mulberry Street,Angleton,TX,77515,9792676028,https://www.wyndhamhotels.com/laquinta/angleton-texas/la-quinta-angleton/overview,29.162999018637,-95.457720977933
6930 FM 1488 Rd.,Magnolia,TX,77354,2812591757,https://www.wyndhamhotels.com/laquinta/magnolia-texas/la-quinta-houston-magnolia/overview,30.22120100922,-95.573029981727
303 Blum.,San Antonio,TX,78205,2102229181,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-riverwalk/overview,29.423831985064,-98.482644976341
6003 Woodway Drive,Woodway,TX,76712,2547720200,https://www.wyndhamhotels.com/laquinta/woodway-texas/la-quinta-woodway-waco-south/overview,31.510993014793,-97.193839017858
5006 Auburn St.,Lubbock,TX,79416,8063195967,https://www.wyndhamhotels.com/laquinta/lubbock-texas/la-quinta-lubbock-north/overview,33.601859013365,-101.919301972687
3416 Martin Luther King Blvd,Longview,TX,75602,9032389965,https://www.wyndhamhotels.com/laquinta/longview-texas/la-quinta-i-20-longview-south/overview,32.448887663171,-94.71588675618
118 E US Hwy 80,Mesquite,TX,75149,9725908349,https://www.wyndhamhotels.com/laquinta/mesquite-texas/la-quinta-dallas-mesquite/overview,32.788582017081,-96.594478039348
501 Hwy 2147 W,Marble Falls,TX,78654,8306376100,https://www.wyndhamhotels.com/laquinta/marble-falls-texas/la-quinta-marble-falls/overview,30.561039992869,-98.276870007756
2220 Hwy 62 S,Orange,TX,77630,4098830011,https://www.wyndhamhotels.com/laquinta/orange-texas/la-quinta-orange/overview,30.112769985624,-93.820178980855
150 Parker Dr.,Austin,TX,78728,5122462800,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-round-rock/overview,30.474730991048,-97.674267998745
908 E Hawkins Pkwy,Longview,TX,75605,9032428877,https://www.wyndhamhotels.com/laquinta/longview-texas/la-quinta-longview-north/overview,32.546433067204,-94.732413522309
1809 Hwy 121 S,Bedford,TX,76021,8175458105,https://www.wyndhamhotels.com/laquinta/bedford-texas/la-quinta-dfw-airport-west-bedford/overview,32.839837983642,-97.122740027086
3610 Santa Ursula,Laredo,TX,78041,9567220511,https://www.wyndhamhotels.com/laquinta/laredo-texas/la-quinta-inn-laredo-i-35/overview,27.532478828349,-99.503415187789
5300 7th St.,Bay City,TX,77414,9793239095,https://www.wyndhamhotels.com/laquinta/bay-city-texas/la-quinta-bay-city/overview,28.989086010954,-95.928348999437
7007 E Exwy. 83,Mercedes,TX,78570,9565650505,https://www.wyndhamhotels.com/laquinta/mercedes-texas/la-quinta-mercedes/overview,26.160248003975,-97.880386038628
910 TX-35 N,Port Lavaca,TX,77979,3615516071,https://www.wyndhamhotels.com/laquinta/port-lavaca-texas/la-quinta-port-lavaca/overview,28.631958010901,-96.63005896687
805 Travis St.,Mission,TX,78572,9565810118,https://www.wyndhamhotels.com/laquinta/mission-texas/la-quinta-mission-at-west-mcallen/overview,26.196837986911,-98.306489977197
4440 N Central Expressway,Dallas,TX,75206,2148214220,https://www.wyndhamhotels.com/laquinta/dallas-texas/la-quinta-inn-dallas-uptown/overview,32.819700000258,-96.786271993437
111 Center Point Crt.,San Marcos,TX,78666,5126676284,https://www.wyndhamhotels.com/laquinta/san-marcos-texas/la-quinta-san-marcos-outlet-mall/overview,29.825000013143,-97.980142001985
13175 N Central Expy.,Dallas,TX,75243,9724809000,https://www.wyndhamhotels.com/laquinta/dallas-texas/la-quinta-dallas-richardson/overview,32.927636799083,-96.761834362309
101 W Bo Gibbs Boulevard,Glen Rose,TX,76043,2548980679,https://www.wyndhamhotels.com/laquinta/glen-rose-texas/la-quinta-glen-rose/overview,32.239722486908,-97.757076360409
100 W Cesar Chavez Boulevard,San Antonio,TX,78204,2102125400,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-downtown/overview,29.419663999891,-98.497288999379
6702 S. Broadway Ave.,Tyler,TX,75703,9032661941,https://www.wyndhamhotels.com/laquinta/tyler-texas/la-quinta-tyler-south/overview,32.276854003909,-95.304701037381
17650 Four Oaks Lane,Schertz,TX,78154,2106552700,https://www.wyndhamhotels.com/laquinta/schertz-texas/la-quinta-schertz/overview,29.60564401448,-98.277727979365
375 E I 30,Garland,TX,75043,4692297384,https://www.wyndhamhotels.com/laquinta/garland-texas/la-quinta-garland-harbor-point/overview,32.85003498795,-96.57351196584
4201 N I-35,Gainesville,TX,76240,9402776368,https://www.wyndhamhotels.com/laquinta/gainesville-texas/la-quinta-gainesville/overview,33.674443989841,-97.153365992547
2210 West FM 544,Wylie,TX,75098,4699690911,https://www.wyndhamhotels.com/laquinta/wylie-texas/la-quinta-dallas-wylie/overview,33.007183015816,-96.563411018142
9034 W Sam Houston,Houston,TX,77064,2816716016,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-houston-nw-beltway8-westrd/overview,29.904155018695,-95.550836965233
10446 I-37,Corpus Christi,TX,78410,3612414245,https://www.wyndhamhotels.com/laquinta/corpus-christi-texas/la-quinta-corpus-christi-northwest/overview,27.84733999886,-97.571433027075
6111 IH-10 E,San Antonio,TX,78219,2107060925,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-by-frost-bank-center/overview,29.445476992729,-98.363300002349
721 FM 1489 Brookshire,Brookshire,TX,77423,2813758888,https://www.wyndhamhotels.com/laquinta/brookshire-texas/la-quinta-inn-and-suites-brookshire-west-katy/overview,29.777445997939,-95.966835010781
653 North East Loop 820,Richland Hills,TX,76053,8175954442,https://www.wyndhamhotels.com/laquinta/richland-hills-texas/la-quinta-fort-worth-ne-mall/overview,32.81941128851,-97.206387342094
8383 FM 1960 West,Houston,TX,77070,8326175757,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-houston-willowbrook-vintage-park/overview,29.957457091097,-95.551076416774
2400 East Main St.,Alice,TX,78332,3616611777,https://www.wyndhamhotels.com/laquinta/alice-texas/la-quinta-alice/overview,27.764107993694,-98.043436015976
9125 Gateway West,El Paso,TX,79925,9155938400,https://www.wyndhamhotels.com/laquinta/el-paso-texas/la-quinta-inn-el-paso-cielo-vistas/overview,31.76656700753,-106.366247025489
4105 W Airport Freeway,Irving,TX,75062,9722526546,https://www.wyndhamhotels.com/laquinta/irving-texas/la-quinta-dfw-airport-south-irving/overview,32.838140983525,-97.007575024389
1128 Central Freeway North,Wichita Falls,TX,76306,9402472120,https://www.wyndhamhotels.com/laquinta/wichita-falls-texas/la-quinta-inn-wichita-falls-event-center-north/overview,33.98487445237,-98.541493986905
7550 Remcon Circle,El Paso,TX,79912,9158332522,https://www.wyndhamhotels.com/laquinta/el-paso-texas/la-quinta-inn-el-paso-west/overview,31.838027006871,-106.568293974999
850 Halm Boulevard,San Antonio,TX,78216,2103423738,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-airport/overview,29.518521004132,-98.480901037567
1940 Sidney Baker St.,Kerrville,TX,78028,8308969200,https://www.wyndhamhotels.com/laquinta/kerrville-texas/la-quinta-kerrville/overview,30.065481006198,-99.120332961492
520 West Bay Area Blvd.,Webster,TX,77598,2815545290,https://www.wyndhamhotels.com/laquinta/webster-texas/la-quinta-houston-clear-lake-nasa/overview,29.545985986267,-95.135003959357
4800 West Plano Pkwy,Plano,TX,75093,9725990700,https://www.wyndhamhotels.com/laquinta/plano-texas/la-quinta-dallas-plano-west/overview,33.01512000757,-96.792397991192
225 East Alsbury Boulevard,Burleson,TX,76028,8173497574,https://www.wyndhamhotels.com/laquinta/burleson-texas/la-quinta-inn-and-suites-ft-worth-burleson/overview,32.564062011691,-97.315895034613
2606 N Loop 250 W,Midland,TX,79707,4326941200,https://www.wyndhamhotels.com/laquinta/midland-texas/la-quinta-midland-north/overview,32.006762010049,-102.155280961727
11130 NW Frwy.,Houston,TX,77092,7136808282,https://www.wyndhamhotels.com/laquinta/houston-texas/la-quinta-inn-and-suites-houston-nw-brookhollow/overview,29.818350020711,-95.465390000243
204 W Centennial Blvd.,Lindale,TX,75771,9038821600,https://www.wyndhamhotels.com/laquinta/lindale-texas/la-quinta-lindale/overview,32.474188018811,-95.395038004683
5800 Quebec Street,Fort Worth,TX,76135,8179003814,https://www.wyndhamhotels.com/laquinta/fort-worth-texas/la-quinta-fort-worth-lake-worth/overview,32.802625015752,-97.424486026831
1513 Old Brandon Rd.,Hillsboro,TX,76645,2543249986,https://www.wyndhamhotels.com/laquinta/hillsboro-texas/la-quinta-hillsboro/overview,32.018060019248,-97.098362016072
6501 Henneman Way,McKinney,TX,75070,9723320085,https://www.wyndhamhotels.com/laquinta/mckinney-texas/la-quinta-mckinney/overview,33.139030981408,-96.699455006374
1400 East Blvd.,Deer Park,TX,77536,2814765300,https://www.wyndhamhotels.com/laquinta/deer-park-texas/la-quinta-deer-park/overview,29.698864985117,-95.100143037317
1010 W Commerce Street,Fairfield,TX,75840,9033897441,https://www.wyndhamhotels.com/laquinta/fairfield-texas/la-quinta-fairfield-tx/overview,31.726655988827,-96.176877960645
4225 N MacArthur Blvd.,Irving,TX,75038,9722614900,https://www.wyndhamhotels.com/laquinta/irving-texas/la-quinta-dallas-las-colinas/overview,32.865552992032,-96.960711971373
1012 NE 1st Place,Andrews,TX,79714,4322233140,https://www.wyndhamhotels.com/laquinta/andrews-texas/la-quinta-andrews/overview,32.329645996135,-102.548371014441
801 Liberal St.,Dalhart,TX,79022,8062491145,https://www.wyndhamhotels.com/laquinta/dalhart-texas/la-quinta-dalhart/overview,36.06941297933,-102.514729994589
1314 W I-20,Monahans,TX,79756,4329435800,https://www.wyndhamhotels.com/laquinta/monahans-texas/la-quinta-monahans/overview,31.571676987955,-102.906752025199
4607 N Cage Blvd.,Pharr,TX,78577,9567828832,https://www.wyndhamhotels.com/laquinta/pharr-texas/la-quinta-pharr-north-mcallen/overview,26.235171992441,-98.179422001438
3107 S. Laurent St.,Victoria,TX,77901,3612373051,https://www.wyndhamhotels.com/laquinta/victoria-texas/la-quinta-victoria-south/overview,28.767440998353,-96.978661984661
380 E Palace Pkwy.,Grand Prairie,TX,75050,4699990875,https://www.wyndhamhotels.com/laquinta/grand-prairie-texas/la-quinta-dallas-grand-prairie-north/overview,32.761296994407,-97.006656032524
1310 Marketplace Dr.,Garland,TX,75041,9726855458,https://www.wyndhamhotels.com/laquinta/garland-texas/la-quinta-dallas-northeast-arboretum/overview,32.859146996801,-96.647510005463
6410 I-35 North,San Antonio,TX,78218,7262082038,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-inn-san-antonio-i-35-n-at-rittiman-rd/overview,29.48866998753,-98.400888982416
12822 I 35 North.,San Antonio,TX,78233,2106575500,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-inn-san-antonio-i-35-n-at-toepperwein/overview,29.555332981774,-98.345586023454
835 E Hwy 67,Duncanville,TX,75137,9729136146,https://www.wyndhamhotels.com/laquinta/duncanville-texas/la-quinta-duncanville/overview,32.64075001359,-96.893258018835
13501 Raceway Drive,Northlake,TX,76262,8177673149,https://www.wyndhamhotels.com/laquinta/northlake-texas/la-quinta-northlake/overview,33.023998999514,-97.272867959585
911 S 10th Street,Waco,TX,76706,2547562929,https://www.wyndhamhotels.com/laquinta/waco-texas/la-quinta-inn-and-suites-waco-downtown-baylor/overview,31.545969020364,-97.128394961883
1139 Crabb River Road,Richmond,TX,77469,3467023302,https://www.wyndhamhotels.com/laquinta/richmond-texas/la-quinta-inn-richmond-sugarland/overview,29.550946019381,-95.698781998688
11006 Interstate 35 North,San Antonio,TX,78233,2106551006,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-alamo-city/overview,29.538017017552,-98.380512994891
16211 East Freeway,Channelview,TX,77530,2818645293,https://www.wyndhamhotels.com/laquinta/channelview-texas/la-quinta-houston-east-at-sheldon-rd/overview,29.784154998969,-95.11270901892
21119 North Freeway,Spring,TX,77388,3462242323,https://www.wyndhamhotels.com/laquinta/spring-texas/la-quinta-inn-and-suites-houston-spring-south/overview,30.070028163397,-95.435661500304
1657 S Stemmons Freeway,Lewisville,TX,75067,4694702891,https://www.wyndhamhotels.com/laquinta/lewisville-texas/la-quinta-dallas-lewisville/overview,33.018193986741,-96.984797034871
2550 State Hwy 121,Euless,TX,76039,8178648663,https://www.wyndhamhotels.com/laquinta/euless-texas/la-quinta-dfw-west-glade-parks/overview,32.872950985503,-97.09873098745
5303 Katy Mills Circle,Katy,TX,77494,2816653883,https://www.wyndhamhotels.com/laquinta/katy-texas/la-quinta-inn-and-suites-katy/overview,29.774981005944,-95.812605980696
2901 63rd St,Galveston,TX,77551,4092201406,https://www.wyndhamhotels.com/laquinta/galveston-texas/la-quinta-inn-and-suites-galveston-west-seawall/overview,29.267063223022,-94.829019475868
1195 Earl Rudder Freeway,College Station,TX,77845,9797045570,https://www.wyndhamhotels.com/laquinta/college-station-texas/la-quinta-inn-and-suites-college-station-north/overview,30.636295924323,-96.30560826772
1943 Medical Dr.,Lakeway,TX,78734,5122631300,https://www.wyndhamhotels.com/laquinta/lakeway-texas/la-quinta-inn-and-suites-lakeway/overview,30.347734010009,-97.966657028518
2900 Gulf Freeway,Texas City,TX,77591,4099275639,https://www.wyndhamhotels.com/laquinta/texas-city-texas/la-quinta-inn-suites-texas-city-i-45/overview,29.408412007339,-95.036057017295
508 N I 35E,Red Oak,TX,75154,4698071619,https://www.wyndhamhotels.com/laquinta/red-oak-texas/la-quinta-inn-and-suites-red-oak-tx-ih-35e/overview,32.412338074133,-96.871829300485
836 West I-10,Fort Stockton,TX,79735,4322990249,https://www.wyndhamhotels.com/laquinta/fort-stockton-texas/la-quinta-inn-and-suites-fort-stockton-northeast/overview,30.909207989885,-102.886028021055
8687 E R L Thornton Fwy,Dallas,TX,75228,9726857676,https://www.wyndhamhotels.com/laquinta/dallas-texas/la-quinta-inn-and-suites-dallas-fairpark/overview,32.796269018574,-96.695017040099
9595 John W Elliott Dr,Frisco,TX,75033,4692690097,https://www.wyndhamhotels.com/laquinta/frisco-texas/la-quinta-inn-suites-dallas-frisco-stadium/overview,33.157747016827,-96.829783961563
3900 East Palm Valley Blvd,Round Rock,TX,78665,7373466652,https://www.wyndhamhotels.com/laquinta/round-rock-texas/la-quinta-inn-and-suites-round-rock-east-near-kalahari/overview,30.529211182394,-97.623518760141
5921 South Padre Island Dr.,Corpus Christi,TX,78412,3619852200,https://www.wyndhamhotels.com/laquinta/corpus-christi-texas/lq-corpus-christi-southeast/overview,27.702448995645,-97.364786005283
7502 NW Loop 410,San Antonio,TX,78245,2105495424,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-inn-and-suites-san-antonio-seaworld-lafb/overview,29.446783414589,-98.634622645522
152 Crossroads Parkway,Terrell,TX,75160,4696142905,https://www.wyndhamhotels.com/laquinta/terrell-texas/la-quinta-inn-and-suites-terrell/overview,32.717729999087,-96.319989988729
1002 63rd st,Galveston,TX,77551,4092203600,https://www.wyndhamhotels.com/laquinta/galveston-texas/la-quinta-inn-and-suites-galveston-north-at-i-45/overview,29.287685989071,-94.83992299756
3470 Joe Battle Blvd.,El Paso,TX,79938,9158819854,https://www.wyndhamhotels.com/laquinta/el-paso-texas/la-quinta-inn-and-suites-el-paso-east-loop-375/overview,31.795839002261,-106.266430041877
1408 Town Center Drive Bld 1,Pflugerville,TX,78660,5122124008,https://www.wyndhamhotels.com/laquinta/pflugerville-texas/la-quinta-inn-and-suites-pflugerville/overview,30.467128018135,-97.600646977127
6401 62nd Street,Lubbock,TX,79424,8062241370,https://www.wyndhamhotels.com/laquinta/lubbock-texas/la-quinta-inn-and-suites-lubbock-southwest/overview,33.536370994307,-101.954304967986
273 East Cantu Road Bld 2,Del Rio,TX,78840,8304886226,https://www.wyndhamhotels.com/laquinta/del-rio-texas/la-quinta-inn-and-suites-del-rio/overview,29.38578554459,-100.90529155823
106 Canyon Ridge Dr,Austin,TX,78753,5123665725,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-inn-and-suites-austin-parmer-tech-ridge/overview,30.399476833571,-97.668708362515
2540 University Drive,Fairborn,OH,45324,9374902000,https://www.wyndhamhotels.com/laquinta/fairborn-ohio/la-quinta-fairborn-wright-patterson/overview,39.774894877232,-84.064350698173
9918 Escort Dr.,Mason,OH,45040,5134591111,https://www.wyndhamhotels.com/laquinta/mason-ohio/la-quinta-cincinnati-ne-mason/overview,39.294070019058,-84.317246966212
12150 Springfield Pike,Springdale,OH,45246,5132068740,https://www.wyndhamhotels.com/laquinta/springdale-ohio/la-quinta-inn-cincinnati-north/overview,39.300785013149,-84.483742995413
4222 W 150 St.,Cleveland,OH,44135,2162518500,https://www.wyndhamhotels.com/laquinta/cleveland-ohio/la-quinta-cleveland-airport-north/overview,41.439750018269,-81.804349963462
25105 Ctry Club Blvd.,North Olmsted,OH,44070,4407344477,https://www.wyndhamhotels.com/laquinta/north-olmsted-ohio/la-quinta-cleveland-airport-west/overview,41.413419987733,-81.905204961964
6145 Park Ctr. Circle,Dublin,OH,43017,6147928300,https://www.wyndhamhotels.com/laquinta/dublin-ohio/la-quinta-inn-columbus-dublin/overview,40.076995012386,-83.13377496001
120 Stander Ave,Mansfield,OH,44903,4197740005,https://www.wyndhamhotels.com/laquinta/mansfield-ohio/la-quinta-mansfield-oh/overview,40.693244017052,-82.509579994953
2447 Brice Road,Reynoldsburg,OH,43068,6148666456,https://www.wyndhamhotels.com/laquinta/reynoldsburg-ohio/la-quinta-inn-columbus-airport-area/overview,39.936621016793,-82.831773982771
